,name,hp,types,weaknesses,rarity,nationalPokedexNumbers,resistances,damage,energyCost,evolution
2592,Ralts,60.0,['Psychic'],['Psychic'],Common,280,['None'],10,1,Basic
2593,Rattata,30.0,['Colorless'],['Fighting'],Common,19,['None'],20,1,Basic
2594,Sentret,60.0,['Colorless'],['Fighting'],Common,161,['None'],10,1,Basic
2595,Shellder,50.0,['Water'],['Lightning'],Common,90,['None'],20,2,Basic
2596,Shellos East Sea,60.0,['Water'],['Lightning'],Common,422,['None'],10,1,Basic
2597,Shellos West Sea,60.0,['Water'],['Lightning'],Common,422,['None'],10,1,Basic
2598,Shroomish,50.0,['Grass'],['Fire'],Common,285,['Water'],20,2,Basic
2599,Shuckle,60.0,['Grass'],['Fire'],Common,213,['None'],10,2,Basic
2600,Shuppet,50.0,['Psychic'],['Darkness'],Common,353,['Colorless'],20,2,Basic
2601,Spinda,70.0,['Colorless'],['Fighting'],Common,327,['None'],10,1,Basic
2602,Squirtle,50.0,['Water'],['Lightning'],Common,7,['None'],20,2,Basic
2603,Stantler,70.0,['Colorless'],['Fighting'],Common,234,['None'],20,2,Basic
2604,Sunkern,40.0,['Grass'],['Fire'],Common,191,['Water'],20,1,Basic
2605,Trapinch,50.0,['Fighting'],['Water'],Common,328,['Lightning'],10,1,Basic
2606,Venonat,50.0,['Grass'],['Fire'],Common,48,['None'],10,1,Basic
2607,Voltorb,50.0,['Lightning'],['Fighting'],Common,100,['Metal'],50,2,Basic
2608,Wooper,60.0,['Water'],['Grass'],Common,194,['Lightning'],0,1,Basic
2621,Gardevoir LV.X,130.0,['Psychic'],['Psychic'],Rare Holo LV.X,282,['None'],0,2,Level-Up
2622,Honchkrow LV.X,110.0,['Darkness'],['Lightning'],Rare Holo LV.X,430,['Fighting'],60,3,Level-Up
2623,Blaziken,130.0,['Fire'],['Water'],Rare Holo,257,['None'],30,1,Stage 2
2624,Cresselia,80.0,['Psychic'],['Psychic'],Rare Holo,488,['None'],50,3,Basic
2625,Darkrai,70.0,['Darkness'],['Fighting'],Rare Holo,491,['Psychic'],50,3,Basic
2626,Darkrai,80.0,['Darkness'],['Fighting'],Rare Holo,491,['Psychic'],40,3,Basic
2627,Pachirisu,70.0,['Lightning'],['Fighting'],Rare Holo,417,['Metal'],10,1,Basic
2628,Porygon-Z,110.0,['Colorless'],['Fighting'],Rare Holo,474,['None'],40,2,Stage 2
2629,Rotom,70.0,['Lightning'],['Darkness'],Rare Holo,479,['Colorless'],30,2,Basic
2630,Sceptile,100.0,['Grass'],['Fire'],Rare Holo,254,['Water'],50,4,Stage 2
2631,Swampert,130.0,['Water'],['Grass'],Rare Holo,260,['None'],80,4,Stage 2
2632,Tangrowth,110.0,['Grass'],['Fire'],Rare Holo,465,['Water'],60,4,Stage 1
2633,Togekiss,120.0,['Colorless'],['Lightning'],Rare Holo,468,['Fighting'],40,3,Stage 2
2634,Altaria,80.0,['Colorless'],['Colorless'],Rare,334,['Fighting'],60,3,Stage 1
2635,Beedrill,110.0,['Grass'],['Fire'],Rare,15,['None'],50,3,Stage 2
2636,Butterfree,120.0,['Grass'],['Fire'],Rare,12,['None'],60,3,Stage 2
2637,Claydol,80.0,['Fighting'],['Grass'],Rare,344,['None'],40,2,Stage 1
2638,Dialga,90.0,['Metal'],['Fire'],Rare,483,['Psychic'],40,3,Basic
2639,Exploud,130.0,['Colorless'],['Fighting'],Rare,295,['None'],70,4,Stage 2
2640,Houndoom,90.0,['Darkness'],['Water'],Rare,229,['Psychic'],40,2,Stage 1
2641,Hypno,80.0,['Psychic'],['Psychic'],Rare,97,['None'],60,3,Stage 1
2642,Kingler,90.0,['Water'],['Lightning'],Rare,99,['None'],80,3,Stage 1
2643,Lapras,80.0,['Water'],['Lightning'],Rare,131,['None'],20,2,Basic
2644,Latias,80.0,['Colorless'],['Colorless'],Rare,380,['Fighting'],80,3,Basic
2645,Latios,90.0,['Colorless'],['Colorless'],Rare,381,['Fighting'],120,4,Basic
2646,Mawile,70.0,['Metal'],['Fire'],Rare,303,['Psychic'],20,2,Basic
2647,Milotic,90.0,['Water'],['Lightning'],Rare,350,['None'],50,3,Stage 1
2648,Palkia,90.0,['Water'],['Lightning'],Rare,484,['None'],40,3,Basic
2649,Primeape,90.0,['Fighting'],['Psychic'],Rare,57,['None'],50,3,Stage 1
2650,Slowking,80.0,['Psychic'],['Psychic'],Rare,199,['None'],30,2,Stage 1
2651,Unown H,60.0,['Psychic'],['Psychic'],Rare,201,['None'],30,1,Basic
2652,Wailord,200.0,['Water'],['Lightning'],Rare,321,['None'],60,4,Stage 1
2653,Weezing,80.0,['Psychic'],['Psychic'],Rare,110,['None'],30,2,Stage 1
2654,Wigglytuff,90.0,['Colorless'],['Fighting'],Rare,40,['None'],40,2,Stage 1
2655,Arbok,80.0,['Psychic'],['Psychic'],Uncommon,24,['None'],50,3,Stage 1
2656,Cacturne,80.0,['Darkness'],['Fire'],Uncommon,332,['Psychic'],50,3,Stage 1
2657,Combusken,80.0,['Fire'],['Water'],Uncommon,256,['None'],50,3,Stage 1
2658,Delibird,70.0,['Water'],['Metal'],Uncommon,225,['None'],20,1,Basic
2659,Floatzel,80.0,['Water'],['Lightning'],Uncommon,419,['None'],60,3,Stage 1
2660,Gorebyss,80.0,['Water'],['Lightning'],Uncommon,368,['None'],30,2,Stage 1
2661,Granbull,90.0,['Colorless'],['Fighting'],Uncommon,210,['None'],40,4,Stage 1
2662,Grovyle,80.0,['Grass'],['Fire'],Common,253,['Water'],30,2,Stage 1
2663,Hariyama,100.0,['Fighting'],['Psychic'],Uncommon,297,['None'],50,3,Stage 1
2664,Huntail,90.0,['Water'],['Lightning'],Uncommon,367,['None'],30,2,Stage 1
2665,Linoone,80.0,['Colorless'],['Fighting'],Uncommon,264,['None'],30,3,Stage 1
2666,Loudred,80.0,['Colorless'],['Fighting'],Uncommon,294,['None'],40,3,Stage 1
2667,Magcargo,90.0,['Fire'],['Water'],Uncommon,219,['None'],60,3,Stage 1
2668,Marshtomp,90.0,['Water'],['Grass'],Uncommon,259,['None'],20,2,Stage 1
2669,Metapod,70.0,['Grass'],['Fire'],Uncommon,11,['None'],30,2,Stage 1
2670,Pelipper,80.0,['Water'],['Lightning'],Uncommon,279,['Fighting'],30,3,Stage 1
2671,Porygon2,70.0,['Colorless'],['Fighting'],Uncommon,233,['None'],30,2,Stage 1
2672,Purugly,90.0,['Colorless'],['Fighting'],Uncommon,432,['None'],40,3,Stage 1
2673,Relicanth,70.0,['Water'],['Lightning'],Uncommon,369,['None'],30,2,Basic
2674,Seviper,80.0,['Psychic'],['Psychic'],Uncommon,336,['None'],30,3,Basic
2675,Skarmory,70.0,['Metal'],['Fire'],Uncommon,227,['Psychic'],40,3,Basic
2676,Slowbro,80.0,['Water'],['Lightning'],Uncommon,80,['None'],60,3,Stage 1
2677,Togetic,70.0,['Colorless'],['Lightning'],Uncommon,176,['Fighting'],50,3,Stage 1
2678,Unown F,50.0,['Psychic'],['Psychic'],Uncommon,201,['None'],10,1,Basic
2679,Unown G,50.0,['Psychic'],['Psychic'],Uncommon,201,['None'],50,2,Basic
2680,Wailmer,90.0,['Water'],['Lightning'],Uncommon,320,['None'],30,3,Basic
2681,Zangoose,70.0,['Colorless'],['Fighting'],Uncommon,335,['None'],40,3,Basic
2682,Baltoy,50.0,['Fighting'],['Grass'],Common,343,['None'],20,2,Basic
2683,Buizel,60.0,['Water'],['Lightning'],Common,418,['None'],30,2,Basic
2684,Cacnea,50.0,['Grass'],['Fire'],Common,331,['Water'],20,2,Basic
2685,Caterpie,40.0,['Grass'],['Fire'],Common,10,['None'],20,1,Basic
2686,Clamperl,40.0,['Water'],['Lightning'],Common,366,['None'],20,2,Basic
2687,Drowzee,60.0,['Psychic'],['Psychic'],Common,96,['None'],20,2,Basic
2688,Ekans,60.0,['Psychic'],['Psychic'],Common,23,['None'],10,1,Basic
2689,Feebas,30.0,['Water'],['Lightning'],Common,349,['None'],10,1,Basic
2690,Glameow,50.0,['Colorless'],['Fighting'],Common,431,['None'],20,2,Basic
2691,Houndour,50.0,['Fire'],['Water'],Common,228,['None'],20,2,Basic
2692,Igglybuff,50.0,['Colorless'],['Fighting'],Common,174,['None'],0,0,Basic
2693,Illumise,70.0,['Grass'],['Fire'],Common,314,['None'],30,2,Basic
2694,Jigglypuff,60.0,['Colorless'],['Fighting'],Common,39,['None'],20,2,Basic
2695,Kakuna,80.0,['Grass'],['Fire'],Common,14,['None'],10,1,Stage 1
2696,Koffing,60.0,['Psychic'],['Psychic'],Common,109,['None'],10,2,Basic
2697,Krabby,60.0,['Water'],['Lightning'],Common,98,['None'],30,2,Basic
2698,Lunatone,60.0,['Fighting'],['Psychic'],Common,337,['None'],20,1,Basic
2699,Luvdisc,60.0,['Water'],['Lightning'],Common,370,['None'],10,1,Basic
2700,Makuhita,60.0,['Fighting'],['Psychic'],Common,296,['None'],40,2,Basic
2701,Mankey,50.0,['Fighting'],['Psychic'],Common,56,['None'],10,2,Basic
2702,Mudkip,60.0,['Water'],['Grass'],Common,258,['None'],30,3,Basic
2703,Porygon,50.0,['Colorless'],['Fighting'],Common,137,['None'],20,2,Basic
2704,Slowpoke,60.0,['Water'],['Lightning'],Common,79,['None'],20,1,Basic
2705,Slugma,60.0,['Fire'],['Water'],Common,218,['None'],20,2,Basic
2706,Snubbull,60.0,['Colorless'],['Fighting'],Common,209,['None'],30,3,Basic
2707,Solrock,70.0,['Fighting'],['Grass'],Common,338,['None'],20,1,Basic
2708,Swablu,40.0,['Colorless'],['Lightning'],Common,333,['Fighting'],10,2,Basic
2709,Tangela,70.0,['Grass'],['Fire'],Common,114,['None'],20,2,Basic
2710,Togepi,50.0,['Colorless'],['Fighting'],Common,175,['None'],0,1,Basic
2711,Torchic,50.0,['Fire'],['Water'],Common,255,['None'],10,0,Basic
2712,Treecko,50.0,['Grass'],['Fire'],Common,252,['Water'],20,2,Basic
2713,Unown L,50.0,['Psychic'],['Psychic'],Common,201,['None'],0,2,Basic
2714,Volbeat,70.0,['Grass'],['Fire'],Common,313,['None'],20,2,Basic
2715,Weedle,50.0,['Grass'],['Fire'],Common,13,['None'],0,1,Basic
2716,Whismur,50.0,['Colorless'],['Fighting'],Common,293,['None'],10,0,Basic
2717,Wingull,50.0,['Water'],['Lightning'],Common,278,['Fighting'],20,2,Basic
2718,Zigzagoon,50.0,['Colorless'],['Fighting'],Common,263,['None'],10,1,Basic
2725,Cresselia LV.X,100.0,['Psychic'],['Psychic'],Rare Holo LV.X,488,['None'],40,3,Level-Up
2726,Darkrai LV.X,100.0,['Darkness'],['Fighting'],Rare Holo LV.X,491,['Psychic'],40,3,Level-Up
2727,Dialga LV.X,110.0,['Metal'],['Fire'],Rare Holo LV.X,483,['Psychic'],80,4,Level-Up
2728,Palkia LV.X,120.0,['Water'],['Lightning'],Rare Holo LV.X,484,['None'],60,3,Level-Up
2729,Articuno,100.0,['Water'],['Metal'],Rare Holo,144,['Fighting'],60,3,Basic
2730,Cresselia,70.0,['Psychic'],['Psychic'],Rare Holo,488,['None'],40,3,Basic
2731,Darkrai,80.0,['Darkness'],['Fighting'],Rare Holo,491,['Psychic'],40,3,Basic
2732,Dialga,100.0,['Metal'],['Fire'],Rare Holo,483,['Psychic'],60,4,Basic
2733,Glaceon,80.0,['Water'],['Metal'],Rare Holo,471,['None'],60,3,Stage 1
2734,Kabutops,120.0,['Fighting'],['Grass'],Rare Holo,141,['None'],70,3,Stage 2
2735,Leafeon,90.0,['Grass'],['Fire'],Rare Holo,470,['Water'],60,3,Stage 1
2736,Manaphy,70.0,['Water'],['Lightning'],Rare Holo,490,['None'],30,2,Basic
2737,Mewtwo,90.0,['Psychic'],['Psychic'],Rare Holo,150,['None'],60,3,Basic
2738,Moltres,100.0,['Fire'],['Water'],Rare Holo,146,['Fighting'],100,3,Basic
2739,Palkia,100.0,['Water'],['Lightning'],Rare Holo,484,['None'],60,4,Basic
2740,Phione,60.0,['Water'],['Lightning'],Rare Holo,489,['None'],30,2,Basic
2741,Rotom,60.0,['Lightning'],['Darkness'],Rare Holo,479,['Colorless'],30,2,Basic
2742,Zapdos,100.0,['Lightning'],['Lightning'],Rare Holo,145,['Fighting'],80,3,Basic
2743,Aerodactyl,80.0,['Colorless'],['Lightning'],Rare,142,['Fighting'],30,2,Stage 1
2744,Bronzong,90.0,['Psychic'],['Psychic'],Rare,437,['Fire'],60,3,Stage 1
2745,Empoleon,130.0,['Water'],['Lightning'],Rare,395,['None'],50,3,Stage 2
2746,Espeon,80.0,['Psychic'],['Psychic'],Rare,196,['None'],60,3,Stage 1
2747,Flareon,90.0,['Fire'],['Water'],Rare,136,['None'],70,3,Stage 1
2748,Glaceon,90.0,['Water'],['Metal'],Rare,471,['None'],60,3,Stage 1
2749,Hippowdon,100.0,['Fighting'],['Water'],Rare,450,['None'],50,3,Stage 1
2750,Infernape,110.0,['Fire'],['Water'],Rare,392,['None'],40,1,Stage 2
2751,Jolteon,80.0,['Lightning'],['Fighting'],Rare,135,['Metal'],50,3,Stage 1
2752,Leafeon,90.0,['Grass'],['Fire'],Rare,470,['Water'],50,3,Stage 1
2753,Minun,60.0,['Lightning'],['Fighting'],Rare,312,['Metal'],20,2,Basic
2754,Omastar,110.0,['Water'],['Grass'],Rare,139,['None'],40,2,Stage 2
2755,Phione,70.0,['Water'],['Lightning'],Rare,489,['None'],30,2,Basic
2756,Plusle,60.0,['Lightning'],['Fighting'],Rare,311,['Metal'],20,2,Basic
2757,Scizor,90.0,['Metal'],['Fire'],Rare,212,['Psychic'],50,3,Stage 1
2758,Torterra,140.0,['Grass'],['Fire'],Rare,389,['None'],100,4,Stage 2
2759,Toxicroak,90.0,['Psychic'],['Psychic'],Rare,454,['None'],60,3,Stage 1
2760,Umbreon,80.0,['Darkness'],['Fighting'],Rare,197,['Psychic'],50,3,Stage 1
2761,Unown P,50.0,['Psychic'],['Psychic'],Rare,201,['None'],20,1,Basic
2762,Vaporeon,90.0,['Water'],['Lightning'],Rare,134,['None'],60,3,Stage 1
2763,Ambipom,80.0,['Colorless'],['Fighting'],Uncommon,424,['None'],20,2,Stage 1
2764,Fearow,80.0,['Colorless'],['Lightning'],Uncommon,22,['Fighting'],60,3,Stage 1
2765,Grotle,90.0,['Grass'],['Fire'],Uncommon,388,['Water'],40,3,Stage 1
2766,Kangaskhan,90.0,['Colorless'],['Fighting'],Uncommon,115,['None'],30,2,Basic
2767,Lickitung,70.0,['Colorless'],['Fighting'],Uncommon,108,['None'],20,2,Basic
2768,Manectric,80.0,['Lightning'],['Fighting'],Uncommon,310,['Metal'],40,2,Stage 1
2769,Monferno,70.0,['Fire'],['Water'],Uncommon,391,['None'],30,2,Stage 1
2770,Mothim,80.0,['Grass'],['Fire'],Uncommon,414,['Fighting'],40,2,Stage 1
2771,Pachirisu,70.0,['Lightning'],['Fighting'],Uncommon,417,['Metal'],30,2,Basic
2772,Prinplup,80.0,['Water'],['Lightning'],Uncommon,394,['None'],50,3,Stage 1
2773,Raichu,90.0,['Lightning'],['Fighting'],Uncommon,26,['Metal'],100,3,Stage 1
2774,Scyther,70.0,['Grass'],['Fire'],Uncommon,123,['Fighting'],10,2,Basic
2775,Staravia,80.0,['Colorless'],['Lightning'],Uncommon,397,['Fighting'],50,3,Stage 1
2776,Sudowoodo,80.0,['Fighting'],['Water'],Uncommon,185,['None'],50,2,Basic
2777,Unown Q,30.0,['Psychic'],['Psychic'],Uncommon,201,['None'],20,1,Basic
2778,Aipom,60.0,['Colorless'],['Fighting'],Common,190,['None'],20,2,Basic
2779,Aipom,60.0,['Colorless'],['Fighting'],Common,190,['None'],30,2,Basic
2780,Bronzor,50.0,['Psychic'],['Psychic'],Common,436,['Fire'],10,1,Basic
2781,Buneary,50.0,['Colorless'],['Fighting'],Common,427,['None'],10,1,Basic
2782,Burmy Sandy Cloak,50.0,['Grass'],['Fire'],Common,412,['None'],30,2,Basic
2783,Chatot,60.0,['Colorless'],['Lightning'],Common,441,['Fighting'],20,2,Basic
2784,Chimchar,40.0,['Fire'],['Water'],Common,390,['None'],40,2,Basic
2785,Chimchar,50.0,['Fire'],['Water'],Common,390,['None'],10,1,Basic
2786,Chingling,40.0,['Psychic'],['Psychic'],Common,433,['None'],0,0,Basic
2787,Combee,50.0,['Grass'],['Fire'],Common,415,['Fighting'],0,2,Basic
2788,Croagunk,60.0,['Psychic'],['Psychic'],Common,453,['None'],10,1,Basic
2789,Drifloon,60.0,['Psychic'],['Darkness'],Common,425,['Colorless'],20,1,Basic
2790,Eevee,60.0,['Colorless'],['Fighting'],Common,133,['None'],20,1,Basic
2791,Eevee,60.0,['Colorless'],['Fighting'],Common,133,['None'],10,0,Basic
2792,Electrike,60.0,['Lightning'],['Fighting'],Common,309,['Metal'],20,2,Basic
2793,Glameow,60.0,['Colorless'],['Fighting'],Common,431,['None'],10,2,Basic
2794,Hippopotas,60.0,['Fighting'],['Water'],Common,449,['None'],40,3,Basic
2795,Kabuto,80.0,['Fighting'],['Grass'],Common,140,['None'],20,1,Stage 1
2796,Munchlax,60.0,['Colorless'],['Fighting'],Common,446,['None'],20,2,Basic
2797,Omanyte,70.0,['Water'],['Grass'],Common,138,['None'],20,2,Stage 1
2798,Pikachu,60.0,['Lightning'],['Fighting'],Common,25,['Metal'],50,3,Basic
2799,Piplup,60.0,['Water'],['Lightning'],Common,393,['None'],20,2,Basic
2800,Piplup,50.0,['Water'],['Lightning'],Common,393,['None'],0,1,Basic
2801,Shellos East Sea,60.0,['Water'],['Lightning'],Common,422,['None'],20,2,Basic
2802,Spearow,50.0,['Colorless'],['Lightning'],Common,21,['Fighting'],30,2,Basic
2803,Starly,50.0,['Colorless'],['Lightning'],Common,396,['Fighting'],20,2,Basic
2804,Stunky,60.0,['Darkness'],['Fighting'],Common,434,['Psychic'],20,2,Basic
2805,Turtwig,60.0,['Grass'],['Fire'],Common,387,['Water'],30,2,Basic
2806,Turtwig,60.0,['Grass'],['Fire'],Common,387,['Water'],30,2,Basic
2825,Garchomp LV.X,140.0,['Colorless'],['Colorless'],Rare Holo LV.X,445,['None'],0,0,Level-Up
2826,Glaceon LV.X,100.0,['Water'],['Metal'],Rare Holo LV.X,471,['None'],70,3,Level-Up
2827,Leafeon LV.X,110.0,['Grass'],['Fire'],Rare Holo LV.X,470,['Water'],30,2,Level-Up
2829,Deoxys Normal Forme,90.0,['Psychic'],['Psychic'],Rare Holo,386,['None'],20,2,Basic
2830,Dragonite,140.0,['Colorless'],['Colorless'],Rare Holo,149,['Fighting'],40,3,Stage 2
2831,Froslass,90.0,['Water'],['Metal'],Rare Holo,478,['None'],40,2,Stage 1
2832,Giratina,100.0,['Psychic'],['Darkness'],Rare Holo,487,['Colorless'],50,4,Basic
2833,Gliscor,80.0,['Fighting'],['Water'],Rare Holo,472,['Fighting'],40,2,Stage 1
2834,Heatran,100.0,['Fire'],['Water'],Rare Holo,485,['None'],40,4,Basic
2835,Kingdra,130.0,['Water'],['Lightning'],Rare Holo,230,['None'],40,1,Stage 2
2836,Luxray,120.0,['Lightning'],['Fighting'],Rare Holo,405,['Metal'],100,3,Stage 2
2837,Mamoswine,140.0,['Water'],['Metal'],Rare Holo,473,['Lightning'],60,4,Stage 2
2838,Metagross,120.0,['Metal'],['Fire'],Rare Holo,376,['Psychic'],50,3,Stage 2
2839,Mewtwo,80.0,['Psychic'],['Psychic'],Rare Holo,150,['None'],40,3,Basic
2840,Politoed,120.0,['Water'],['Grass'],Rare Holo,186,['None'],40,2,Stage 2
2841,Probopass,90.0,['Fighting'],['Water'],Rare Holo,476,['None'],60,3,Stage 1
2842,Rayquaza,100.0,['Colorless'],['Colorless'],Rare Holo,384,['Fighting'],150,4,Basic
2843,Regigigas,120.0,['Colorless'],['Fighting'],Rare Holo,486,['None'],120,4,Basic
2844,Spiritomb,70.0,['Psychic'],['None'],Rare Holo,442,['Colorless'],0,1,Basic
2845,Yanmega,90.0,['Grass'],['Lightning'],Rare Holo,469,['Fighting'],60,4,Stage 1
2846,Armaldo,140.0,['Fighting'],['Grass'],Rare,348,['None'],60,3,Stage 2
2847,Azelf,70.0,['Psychic'],['Psychic'],Rare,482,['None'],20,1,Basic
2848,Bellossom,100.0,['Grass'],['Fire'],Rare,182,['Water'],40,2,Stage 2
2849,Cradily,120.0,['Grass'],['Fire'],Rare,346,['None'],50,3,Stage 2
2850,Crawdaunt,90.0,['Water'],['Lightning'],Rare,342,['Psychic'],50,3,Stage 1
2851,Delcatty,80.0,['Colorless'],['Fighting'],Rare,301,['None'],30,1,Stage 1
2852,Deoxys Attack Forme,80.0,['Psychic'],['Psychic'],Rare,386,['None'],80,3,Basic
2853,Deoxys Defense Forme,100.0,['Psychic'],['Psychic'],Rare,386,['None'],40,3,Basic
2854,Deoxys Speed Forme,70.0,['Psychic'],['Psychic'],Rare,386,['None'],0,2,Basic
2856,Forretress,90.0,['Metal'],['Fire'],Rare,205,['Psychic'],100,4,Stage 1
2857,Groudon,100.0,['Fighting'],['Grass'],Rare,383,['Lightning'],100,3,Basic
2858,Heatran,100.0,['Metal'],['Water'],Rare,485,['None'],40,3,Basic
2859,Jirachi,70.0,['Metal'],['Fire'],Rare,385,['Psychic'],0,2,Basic
2860,Kyogre,100.0,['Water'],['Lightning'],Rare,382,['None'],60,3,Basic
2861,Lopunny,80.0,['Colorless'],['Fighting'],Rare,428,['None'],30,2,Stage 1
2862,Mesprit,70.0,['Psychic'],['Psychic'],Rare,481,['None'],20,2,Basic
2863,Poliwrath,130.0,['Water'],['Lightning'],Rare,62,['None'],90,3,Stage 2
2864,Regice,90.0,['Water'],['Metal'],Rare,378,['None'],50,3,Basic
2865,Regigigas,100.0,['Colorless'],['Fighting'],Rare,486,['None'],60,3,Basic
2866,Regirock,90.0,['Fighting'],['Water'],Rare,377,['None'],40,3,Basic
2867,Registeel,90.0,['Metal'],['Fire'],Rare,379,['Psychic'],50,3,Basic
2868,Shedinja,60.0,['Grass'],['None'],Rare,292,['None'],0,1,Stage 1
2869,Torkoal,80.0,['Fire'],['Water'],Rare,324,['None'],30,2,Basic
2870,Unown !,50.0,['Psychic'],['Psychic'],Rare,201,['None'],10,1,Basic
2871,Uxie,70.0,['Psychic'],['Psychic'],Rare,480,['None'],20,1,Basic
2872,Victreebel,120.0,['Grass'],['Fire'],Rare,71,['None'],60,3,Stage 2
2873,Vileplume,120.0,['Grass'],['Psychic'],Rare,45,['None'],60,3,Stage 2
2874,Anorith,80.0,['Fighting'],['Grass'],Uncommon,347,['None'],30,2,Stage 1
2875,Camerupt,100.0,['Fire'],['Water'],Uncommon,323,['None'],80,3,Stage 1
2876,Castform,60.0,['Colorless'],['Fighting'],Uncommon,351,['None'],30,2,Basic
2877,Castform Rain Form,70.0,['Water'],['Lightning'],Uncommon,351,['None'],30,2,Basic
2878,Castform Snow-Cloud Form,70.0,['Water'],['Metal'],Uncommon,351,['None'],0,2,Basic
2879,Castform Sunny Form,70.0,['Fire'],['Water'],Uncommon,351,['None'],40,2,Basic
2880,Dragonair,70.0,['Colorless'],['Colorless'],Uncommon,148,['None'],30,3,Stage 1
2881,Drifblim,90.0,['Psychic'],['Darkness'],Uncommon,426,['Colorless'],60,3,Stage 1
2882,Exeggutor,80.0,['Psychic'],['Psychic'],Uncommon,103,['None'],50,1,Stage 1
2883,Gliscor,90.0,['Fighting'],['Water'],Uncommon,472,['Fighting'],30,2,Stage 1
2884,Grumpig,90.0,['Psychic'],['Psychic'],Uncommon,326,['None'],20,2,Stage 1
2885,Houndoom,80.0,['Fire'],['Water'],Uncommon,229,['None'],60,2,Stage 1
2886,Lanturn,90.0,['Water'],['Grass'],Uncommon,171,['None'],40,2,Stage 1
2887,Lanturn,90.0,['Lightning'],['Fighting'],Uncommon,171,['None'],60,3,Stage 1
2888,Ledian,80.0,['Grass'],['Fire'],Uncommon,166,['Fighting'],50,2,Stage 1
2889,Lucario,90.0,['Fighting'],['Psychic'],Uncommon,448,['None'],60,3,Stage 1
2890,Luxio,80.0,['Lightning'],['Fighting'],Uncommon,404,['Metal'],70,3,Stage 1
2891,Marowak,90.0,['Fighting'],['Water'],Uncommon,105,['Lightning'],50,2,Stage 1
2892,Metang,80.0,['Metal'],['Fire'],Uncommon,375,['Psychic'],50,3,Stage 1
2893,Metang,80.0,['Metal'],['Fire'],Uncommon,375,['Psychic'],40,3,Stage 1
2894,Mightyena,90.0,['Darkness'],['Fighting'],Uncommon,262,['Psychic'],30,1,Stage 1
2895,Ninjask,80.0,['Grass'],['Fire'],Uncommon,291,['Fighting'],30,1,Stage 1
2896,Persian,80.0,['Colorless'],['Fighting'],Uncommon,53,['None'],40,2,Stage 1
2897,Piloswine,100.0,['Water'],['Metal'],Uncommon,221,['Lightning'],60,4,Stage 1
2898,Seadra,80.0,['Water'],['Lightning'],Uncommon,117,['None'],50,3,Stage 1
2899,Starmie,80.0,['Water'],['Lightning'],Uncommon,121,['None'],30,1,Stage 1
2900,Swalot,90.0,['Psychic'],['Psychic'],Uncommon,317,['None'],60,3,Stage 1
2901,Swellow,80.0,['Colorless'],['Lightning'],Uncommon,277,['Fighting'],30,2,Stage 1
2902,Tauros,80.0,['Colorless'],['Fighting'],Uncommon,128,['None'],40,3,Basic
2903,Tentacruel,90.0,['Water'],['Lightning'],Uncommon,73,['None'],60,3,Stage 1
2904,Unown J,50.0,['Psychic'],['Psychic'],Uncommon,201,['None'],10,1,Basic
2905,Unown R,60.0,['Psychic'],['Psychic'],Uncommon,201,['None'],0,0,Basic
2906,Unown U,50.0,['Psychic'],['Psychic'],Uncommon,201,['None'],0,1,Basic
2907,Unown V,60.0,['Psychic'],['Psychic'],Uncommon,201,['None'],30,1,Basic
2908,Unown W,90.0,['Psychic'],['Psychic'],Uncommon,201,['None'],50,3,Basic
2909,Unown Y,50.0,['Psychic'],['Psychic'],Uncommon,201,['None'],0,2,Basic
2910,Unown ?,70.0,['Psychic'],['Psychic'],Uncommon,201,['None'],0,0,Basic
2911,Beldum,50.0,['Metal'],['Fire'],Common,374,['Psychic'],30,2,Basic
2912,Beldum,50.0,['Metal'],['Fire'],Common,374,['Psychic'],20,2,Basic
2913,Bellsprout,50.0,['Grass'],['Fire'],Common,69,['None'],20,1,Basic
2914,Buneary,50.0,['Colorless'],['Fighting'],Common,427,['None'],20,2,Basic
2915,Chinchou,60.0,['Water'],['Grass'],Common,170,['None'],10,1,Basic
2916,Chinchou,50.0,['Lightning'],['Fighting'],Common,170,['None'],20,2,Basic
2917,Corphish,50.0,['Water'],['Lightning'],Common,341,['None'],20,2,Basic
2918,Cubone,60.0,['Fighting'],['Water'],Common,104,['Lightning'],20,2,Basic
2919,Dratini,40.0,['Colorless'],['Colorless'],Common,147,['None'],20,2,Basic
2920,Drifloon,50.0,['Psychic'],['Darkness'],Common,425,['Colorless'],20,2,Basic
2921,Exeggcute,50.0,['Psychic'],['Psychic'],Common,102,['None'],10,1,Basic
2922,Gligar,60.0,['Fighting'],['Water'],Common,207,['Fighting'],10,1,Basic
2923,Gligar,50.0,['Fighting'],['Water'],Common,207,['Fighting'],20,2,Basic
2924,Gloom,70.0,['Grass'],['Fire'],Common,44,['None'],20,1,Stage 1
2925,Gloom,80.0,['Psychic'],['Psychic'],Common,44,['None'],30,2,Stage 1
2926,Gulpin,60.0,['Psychic'],['Psychic'],Common,316,['None'],0,1,Basic
2927,Hitmonchan,70.0,['Fighting'],['Psychic'],Common,107,['None'],30,2,Basic
2928,Hitmonlee,80.0,['Fighting'],['Psychic'],Common,106,['None'],60,3,Basic
2929,Hitmontop,80.0,['Fighting'],['Psychic'],Common,237,['None'],50,3,Basic
2930,Horsea,50.0,['Water'],['Lightning'],Common,116,['None'],10,1,Basic
